name;title;reference;metasploit;type;name2;title3;reference4;metasploit5;type6;version;title7;reference8;metasploit9;type10
subscribe2;Subscribe2 <= 8.0 Cross Site Scripting;http://packetstormsecurity.org/files/112688/;;XSS;;;;;;;;;;
soundcloud-is-gold;Soundcloud Is Gold <= 2.1 Cross Site Scripting;http://packetstormsecurity.org/files/112689/;;XSS;;;;;;;;;;
sharebar;Sharebar <= 1.2.1 SQL Injection / Cross Site Scripting;http://packetstormsecurity.org/files/112690/;;MULTI;;;;;;;;;;
share-and-follow;Share And Follow <= 1.80.3 Cross Site Scripting;http://packetstormsecurity.org/files/112691/;;XSS;;;;;;;;;;
sabre;SABRE <= 1.2.0 Cross Site Scripting;http://packetstormsecurity.org/files/112692/;;XSS;;;;;;;;;;
pretty-link;Pretty Link Lite <= 1.5.2 Cross Site Scripting;http://packetstormsecurity.org/files/112693/;;XSS;;;;;;;;;;
pretty-link;Pretty Link Lite <= 1.6.1 Cross Site Scripting;http://secunia.com/advisories/50980/;;XSS;;;;;;;;;;
newsletter-manager;Newsletter Manager <= 1.0 Cross Site Scripting;http://packetstormsecurity.org/files/112694/;;XSS;;;;;;;;;;
network-publisher;Network Publisher <= 5.0.1 Cross Site Scripting;http://packetstormsecurity.org/files/112695/;;XSS;;;;;;;;;;
leaguemanager;LeagueManager <= 3.7 Cross Site Scripting;http://packetstormsecurity.org/files/112698/;;XSS;;;;;;;;;;
leaguemanager;LeagueManager <= 3.7 Cross Site Scripting;http://secunia.com/advisories/49949/;;XSS;;;;;;;;;;
leaflet;Leaflet <= 0.0.1 Cross Site Scripting;http://packetstormsecurity.org/files/112699/;;XSS;;;;;;;;;;
joliprint;PDF And Print Button Joliprint <= 1.3.0 Cross Site Scripting;http://packetstormsecurity.org/files/112700/;;XSS;;;;;;;;;;
iframe-admin-pages;IFrame Admin Pages <= 0.1 Cross Site Scripting;http://packetstormsecurity.org/files/112701/;;XSS;;;;;;;;;;
ezpz-one-click-backup;EZPZ One Click Backup <= 12.03.10 Cross Site Scripting;http://packetstormsecurity.org/files/112705/;;XSS;;;;;;;;;;
dynamic-widgets;Dynamic Widgets <= 1.5.1 Cross Site Scripting;http://packetstormsecurity.org/files/112706/;;XSS;;;;;;;;;;
download-monitor;Download Monitor <= 3.3.5.7 Cross Site Scripting;http://www.reactionpenetrationtesting.co.uk/wordpress-download-monitor-xss.html;;XSS;;;;;;;;;;
download-monitor;Download Monitor <= 3.3.5.7 Cross Site Scripting;http://secunia.com/advisories/50511/;;XSS;;;;;;;;;;
download-monitor;Download Monitor <= 3.3.5.4 Cross Site Scripting;http://packetstormsecurity.org/files/112707/;;XSS;;;;;;;;;;
download-manager;Download Manager <= 2.2 Cross Site Scripting;http://packetstormsecurity.org/files/112708/;;XSS;;;;;;;;;;
codestyling-localization;Code Styling Localization <= 1.99.16 Cross Site Scripting;http://packetstormsecurity.org/files/112709/;;XSS;;;;;;;;;;
catablog;Catablog <= 1.6 Cross Site Scripting;http://packetstormsecurity.org/files/112619/;;XSS;;;;;;;;;;
bad-behavior;Bad Behavior <= 2.24 Cross Site Scripting;http://packetstormsecurity.org/files/112619/;;XSS;;;;;;;;;;
bulletproof-security;BulletProof Security <= 0.47 Cross Site Scripting;http://packetstormsecurity.org/files/112618/;;XSS;;;;;;;;;;
better-wp-security;Better WP Security v3.4.3;http://seclists.org/bugtraq/2012/Oct/9;;XSS;;;;;;;;;;
better-wp-security;Better WP Security <= 3.2.4 Cross Site Scripting;http://packetstormsecurity.org/files/112617/;;XSS;;;;;;;;;;
custom-contact-forms;Custom Contact Forms <= 5.0.0.1 Cross Site Scripting;http://packetstormsecurity.org/files/112616/;;XSS;;;;;;;;;;
2-click-socialmedia-button;2-Click-Socialmedia-Buttons <= 0.34 Cross Site Scripting;http://packetstormsecurity.org/files/112615/;;XSS;;;;;;;;;;
2-click-socialmedia-button;2-Click-Socialmedia-Buttons <= 0.32.2 Cross Site Scripting;http://packetstormsecurity.org/files/112711/;;XSS;;;;;;;;;;
login-with-ajax;Login With Ajax plugin < 3.0.4.1 Cross Site Scripting;http://secunia.com/advisories/49013/;;XSS;;;;;;;;;;
media-library-categories;Media Library Categories plugin <= 1.0.6 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17628/;;SQLI;;;;;;;;;;
media-library-categories;Media Library Categories plugin <= 1.1.1 Cross Site Scripting;http://packetstormsecurity.org/files/112697/;;SQLI;;;;;;;;;;
deans-fckeditor-with-pwwangs-code-plugin-for-wordpress;FCKeditor Deans With Pwwangs Code <= 1.0.0 Remote Shell Upload;http://packetstormsecurity.org/files/111319/;;RFI;;;;;;;;;;
zingiri-web-shop;WordPress Zingiri Web Shop Plugin < 2.4.8 Cookie SQL Injection Vulnerability;http://secunia.com/advisories/49398/;;SQLI;;;;;;;;;;
zingiri-web-shop;Zingiri Web Shop <= 2.4.0 Multiple XSS Vulnerabilities;http://www.exploit-db.com/exploits/18787/;;XSS;;;;;;;;;;
zingiri-web-shop;Zingiri Web Shop <= 2.4.0 Multiple XSS Vulnerabilities;http://secunia.com/advisories/48991/;;XSS;;;;;;;;;;
zingiri-web-shop;Zingiri Web Shop <= 2.3.5 Cross Site Scripting;http://packetstormsecurity.org/files/112684/;;XSS;;;;;;;;;;
zingiri-web-shop;Zingiri Web Shop 2.4.3 Shell Upload;http://packetstormsecurity.org/files/113668/;;UPLOAD;;;;;;;;;;
organizer;Organizer 1.2.1 Cross Site Scripting / Path Disclosure;http://packetstormsecurity.org/files/112086, http://packetstormsecurity.org/files/113800;;MULTI;;;;;;;;;;
zingiri-tickets;Zingiri Tickets plugin File Disclosure;http://packetstormsecurity.org/files/111904;;UNKNOWN;;;;;;;;;;
cms-tree-page-view;XSS vulnerability in CMS Tree Page View Plugin;https://www.htbridge.com/advisory/HTB23083;;XSS;;;;;;;;;;
all-in-one-event-calendar;Multiple XSS vulnerabilities in All-in-One Event Calendar for WordPress;http://seclists.org/bugtraq/2012/Apr/70;;XSS;;;;;;;;;;
buddypress;Buddypress <= 1.5.5 SQL Injection;http://www.exploit-db.com/exploits/18690/;;SQLI;;;;;;;;;;
register-plus-redux;Register Plus Redux <= 3.8.3 Cross Site Scripting;http://packetstormsecurity.org/files/111367;;XSS;;;;;;;;;;
magn-html5-drag-and-drop-media-uploader;Magn WP Drag and Drop <= 1.1.4 Upload Shell Upload Vulnerability;http://packetstormsecurity.org/files/110103;;UPLOAD;;;;;;;;;;
kish-guest-posting;Kish Guest Posting 1.0 Arbitrary File Upload;http://www.exploit-db.com/exploits/18412/;;RFI;;;;;;;;;;
allwebmenus-wordpress-menu-plugin;AllWebMenus Shell Upload <= 1.1.9 Shell Upload;http://packetstormsecurity.org/files/108946/;;RFI;;;;;;;;;;
allwebmenus-wordpress-menu-plugin;AllWebMenus 1.1.3 Remote File Inclusion;http://www.exploit-db.com/exploits/17861/;;RFI;;;;;;;;;;
shortcode-redirect;Shortcode Redirect <= 1.0.01 Stored Cross Site Scripting;http://packetstormsecurity.org/files/108914/;;XSS;;;;;;;;;;
ucan-post;uCan Post plugin <= 1.0.09 Stored XSS;http://www.exploit-db.com/exploits/18390/;;XSS;;;;;;;;;;
wp-cycle-playlist;WP Cycle Playlist plugin Multiple Vulnerabilities;http://1337day.com/exploits/17396;;MULTI;;;;;;;;;;
myeasybackup;myEASYbackup 1.0.8.1 Directory Traversal;http://packetstormsecurity.org/files/108711;;UNKNOWN;;;;;;;;;;
count-per-day;Count Per Day 3.2.3 Cross Site Scripting;http://packetstormsecurity.org/files/115904;;XSS;;;;;;;;;;
count-per-day;Count Per Day 3.1.1 Cross Site Scripting;http://packetstormsecurity.org/files/114787/SSCHADV2012-015.txt;;XSS;;;;;;;;;;
count-per-day;Count Per Day plugin <= 3.1.1 Multiple Vulnerabilities;http://www.exploit-db.com/exploits/18355/;;MULTI;;;;;;;;;;
count-per-day;Count per Day plugin <= 2.17 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17857/;;SQLI;;;;;;;;;;
wp-autoyoutube;WP-AutoYoutube plugin <= 0.1 Blind SQL Injection Vulnerability;http://1337day.com/exploits/17368;;SQLI;;;;;;;;;;
age-verification;Age Verification plugin <= 0.4 Open Redirect;http://www.exploit-db.com/exploits/18350;;REDIRECT;;;;;;;;;;
yousaytoo-auto-publishing-plugin;Yousaytoo Auto Publishing <= 1.0 Cross Site Scripting;http://packetstormsecurity.org/files/108470;;XSS;;;;;;;;;;
pay-with-tweet;Pay With Tweet plugin <= 1.1 Multiple Vulnerabilities;http://www.exploit-db.com/exploits/18330/;;MULTI;;;;;;;;;;
wp-whois;Whois Search <= 1.4.2 Cross Site Scripting;http://packetstormsecurity.org/files/108271;;XSS;;;;;;;;;;
upm-polls;BLIND SQL injection UPM-POLLS plugin 1.0.4;http://www.exploit-db.com/exploits/18231/;;SQLI;;;;;;;;;;
disqus-comment-system;Disqus Comment System <= 2.68 Reflected Cross-Site Scripting (XSS);http://www.ethicalhack3r.co.uk/security/wordpress-plugin-disqus-comment-system-xss/;;XSS;;;;;;;;;;
wp-recaptcha;Google reCAPTCHA <= 3.1.3 Reflected XSS Vulnerability;http://security-sh3ll.blogspot.com/2011/12/google-recaptcha-wordpress-plugin.html;;XSS;;;;;;;;;;
link-library;Link Library plugin <= 5.2.1 SQL Injection;http://www.exploit-db.com/exploits/17887/;;SQLI;;;;;;;;;;
cevhershare;CevherShare 2.0 plugin SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17891/;;SQLI;;;;;;;;;;
wp-glossary;WP Glossary plugin SQL Injection Vulnerability;http://www.exploit-db.com/exploits/18055/;;SQLI;;;;;;;;;;
meenews;meenews 5.1 plugin Cross-Site Scripting Vulnerabilities;http://seclists.org/bugtraq/2011/Nov/151;;XSS;;;;;;;;;;
clickdesk-live-support-chat;Click Desk Live Support Chat < 2.0 Cross Site Scripting Vulnerability;http://seclists.org/bugtraq/2011/Nov/148;;XSS;;;;;;;;;;
adminimize;adminimize 1.7.21 Cross-Site Scripting Vulnerabilities;http://seclists.org/bugtraq/2011/Nov/135;;XSS;;;;;;;;;;
advanced-text-widget;Advanced Text Widget <= 2.0.0 Cross Site Scripting Vulnerability;http://seclists.org/bugtraq/2011/Nov/133;;XSS;;;;;;;;;;
mm-duplicate;MM Duplicate plugin <= 1.2 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17707/;;SQLI;;;;;;;;;;
wp-menu-creator;Menu Creator plugin <= 1.1.7 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17689/;;SQLI;;;;;;;;;;
allow-php-in-posts-and-pages;Allow PHP in Posts and Pages plugin <= 2.0.0.RC1 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17688/;;SQLI;;;;;;;;;;
global-content-blocks;Global Content Blocks plugin <= 1.2 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17687/;;SQLI;;;;;;;;;;
ajaxgallery;Ajax Gallery plugin <= 3.0 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17686/;;SQLI;;;;;;;;;;
wp-ds-faq;WP DS FAQ plugin <= 1.3.2 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17683/;;SQLI;;;;;;;;;;
odihost-newsletter-plugin;OdiHost Newsletter plugin <= 1.0 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17681/;;SQLI;;;;;;;;;;
easy-contact-form-lite;Easy Contact Form Lite plugin <= 1.0.7 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17680/;;SQLI;;;;;;;;;;
wp-symposium;WP Symposium plugin <= 0.64 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17679/;;SQLI;;;;;;;;;;
wp-symposium;WP Symposium plugin <= 12.12 Multiple SQL Injection Vulnerabilities;http://secunia.com/advisories/50674/;;SQLI;;;;;;;;;;
file-groups;File Groups plugin <= 1.1.2 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17677/;;SQLI;;;;;;;;;;
ip-logger;IP-Logger plugin <= 3.0 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17673/;;SQLI;;;;;;;;;;
beer-recipes;Beer Recipes v.1.0 XSS;http://www.exploit-db.com/exploits/17453/;;SQLI;;;;;;;;;;
is-human;Is-human <=1.4.2 Remote Command Execution Vulnerability;http://www.exploit-db.com/exploits/17299/;;RCE;;;;;;;;;;
editormonkey;EditorMonkey plugin (FCKeditor) Arbitrary File Upload;http://www.exploit-db.com/exploits/17284/;;UPLOAD;;;;;;;;;;
sermon-browser;SermonBrowser 0.43 SQL Injection;http://www.exploit-db.com/exploits/17214/;;SQLI;;;;;;;;;;
ajax-category-dropdown;Ajax Category Dropdown 0.1.5 Multiple Vulnerabilities;http://www.exploit-db.com/exploits/17207/;;MULTI;;;;;;;;;;
wp-custom-pages;WP Custom Pages 0.5.0.1 LFI Vulnerability;http://www.exploit-db.com/exploits/17119/;;LFI;;;;;;;;;;
flash-album-gallery;WordPress GRAND FlAGallery Plugin Multiple Vulnerabilities;http://secunia.com/advisories/51100/;;MULTI;;;;;;;;;;
flash-album-gallery;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
flash-album-gallery;GRAND Flash Album Gallery 1.9.0 and 2.0.0 Multiple Vulnerabilities;http://packetstormsecurity.org/files/117665/;;MULTI;;;;;;;;;;
flash-album-gallery;GRAND Flash Album Gallery 1.9.0 and 2.0.0 Multiple Vulnerabilities;http://www.waraxe.us/advisory-94.html;;MULTI;;;;;;;;;;
flash-album-gallery;GRAND Flash Album Gallery 1.9.0 and 2.0.0 Multiple Vulnerabilities;http://secunia.com/advisories/51601/;;MULTI;;;;;;;;;;
flash-album-gallery;GRAND Flash Album Gallery 0.55 Multiple Vulnerabilities;http://www.exploit-db.com/exploits/16947/;;MULTI;;;;;;;;;;
flash-album-gallery;GRAND Flash Album Gallery <= 1.56 XSS Vulnerability;http://seclists.org/bugtraq/2011/Nov/186;;XSS;;;;;;;;;;
flash-album-gallery;GRAND Flash Album Gallery <= 1.71 XSS Vulnerability;http://packetstormsecurity.org/files/112704;;XSS;;;;;;;;;;
php_speedy_wp;PHP Speedy <= 0.5.2 (admin_container.php) Remote Code Exec Exploit;http://www.exploit-db.com/exploits/16273/;;RCE;;;;;;;;;;
old-post-spinner;OPS Old Post Spinner 2.2.1 LFI Vulnerability;http://www.exploit-db.com/exploits/16251/;;LFI;;;;;;;;;;
jquery-mega-menu;jQuery Mega Menu 1.0 Local File Inclusion;http://www.exploit-db.com/exploits/16250/;;LFI;;;;;;;;;;
iwant-one-ihave-one;IWantOneButton 3.0.1 Multiple Vulnerabilities;http://www.exploit-db.com/exploits/16236/;;MULTI;;;;;;;;;;
forum-server;WP Forum Server 1.6.5 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/16235/;;SQLI;;;;;;;;;;
forum-server;WP Forum Server plugin <= 1.7 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17828/;;SQLI;;;;;;;;;;
forum-server;WP Forum Server plugin <= 1.7.3 SQL Injection / XSS Vulnerabilities;http://www.packetstormsecurity.org/files/112703;;MULTI;;;;;;;;;;
relevanssi;Relevanssi 2.7.2 Stored XSS Vulnerability;http://www.exploit-db.com/exploits/16233/;;XSS;;;;;;;;;;
gigpress;GigPress 2.1.10 Stored XSS Vulnerability;http://www.exploit-db.com/exploits/16232/;;XSS;;;;;;;;;;
comment-rating;Comment Rating 2.9.23 Multiple Vulnerabilities;http://www.exploit-db.com/exploits/16221/;;MULTI;;;;;;;;;;
z-vote;Z-Vote 1.1 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/16218/;;SQLI;;;;;;;;;;
user-photo;User Photo Component Remote File Upload Vulnerability;http://www.exploit-db.com/exploits/16181/;;UPLOAD;;;;;;;;;;
enable-media-replace;Enable Media Replace Multiple Vulnerabilities;http://www.exploit-db.com/exploits/16144/;;MULTI;;;;;;;;;;
mingle-forum;Mingle Forum <= 1.0.32.1 Cross Site Scripting / SQL Injection;http://packetstormsecurity.org/files/108915/;;MULTI;;;;;;;;;;
mingle-forum;Mingle Forum plugin <= 1.0.31 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17894/;;SQLI;;;;;;;;;;
mingle-forum;Mingle Forum (Plugin) <= 1.0.26 Multiple Vulnerabilities;http://www.exploit-db.com/exploits/15943/;;MULTI;;;;;;;;;;
mingle-forum;Mingle Forum <= 1.0.33 Cross Site Scripting;http://packetstormsecurity.org/files/112696/;;MULTI;;;;;;;;;;
accept-signups;Accept Signups 0.1 XSS;http://www.exploit-db.com/exploits/15808/;;XSS;;;;;;;;;;
events-manager-extended;Events Manager Extended Persistent XSS Vulnerability;http://www.exploit-db.com/exploits/14923/;;XSS;;;;;;;;;;
nextgen-smooth-gallery;NextGEN Smooth Gallery Blind SQL Injection Vulnerability;http://www.exploit-db.com/exploits/14541/;;SQLI;;;;;;;;;;
mylinksdump;myLDlinker SQL Injection Vulnerability;http://www.exploit-db.com/exploits/14441/;;SQLI;;;;;;;;;;
firestats;Firestats Remote Configuration File Download;http://www.exploit-db.com/exploits/14308/;;UNKNOWN;;;;;;;;;;
simple-press;Simple:Press SQL Injection Vulnerability;http://www.exploit-db.com/exploits/14198/;;SQLI;;;;;;;;;;
cimy-counter;Vulnerabilities in Cimy Counter for WordPress;http://www.exploit-db.com/exploits/14057/;;MULTI;;;;;;;;;;
nextgen-gallery;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
nextgen-gallery;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://secunia.com/advisories/51271/;;XSS;;;;;;;;;;
nextgen-gallery;XSS in NextGEN Gallery <= 1.5.1;http://www.exploit-db.com/exploits/12098/;;XSS;;;;;;;;;;
cpl;Copperleaf Photolog SQL injection;http://www.exploit-db.com/exploits/11458/;;SQLI;;;;;;;;;;
events-calendar;Events SQL Injection Vulnerability;http://www.exploit-db.com/exploits/10929/;;SQLI;;;;;;;;;;
ImageManager;Image Manager Plugins Shell Upload Vulnerability;http://www.exploit-db.com/exploits/10325/;;UPLOAD;;;;;;;;;;
wp-cumulus;Vulnerabilities in WP-Cumulus <= 1.20 for WordPress;http://www.exploit-db.com/exploits/10228/;;MULTI;;;;;;;;;;
wp-cumulus;WP-Cumulus < 1.23 Cross Site Scripting Vulnerabily;http://seclists.org/fulldisclosure/2011/Nov/340;;XSS;;;;;;;;;;
wp-syntax;WP-Syntax <= 0.9.1 Remote Command Execution;http://www.exploit-db.com/exploits/9431/;;RCE;;;;;;;;;;
my-category-order;My Category Order <= 2.8 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/9150/;;SQLI;;;;;;;;;;
related-sites;Related Sites 2.1 Blind SQL Injection Vulnerability;http://www.exploit-db.com/exploits/9054/;;SQLI;;;;;;;;;;
dm-albums;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
dm-albums;DM Albums 1.9.2 Remote File Disclosure Vulnerability;http://www.exploit-db.com/exploits/9048/;;LFI;;;;;;;;;;
dm-albums;DM Albums 1.9.2 Remote File Inclusion Vuln;http://www.exploit-db.com/exploits/9043/;;RFI;;;;;;;;;;
photoracer;Photoracer 1.0 (id) SQL Injection Vulnerability;http://www.exploit-db.com/exploits/8961/;;SQLI;;;;;;;;;;
photoracer;Photoracer plugin <= 1.0 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17720/;;SQLI;;;;;;;;;;
photoracer;Photoracer plugin <= 1.0 Multiple Vulnerabilities;http://www.exploit-db.com/exploits/17731/;;MULTI;;;;;;;;;;
wp-lytebox;Lytebox (wp-lytebox) Local File Inclusion Vulnerability;http://www.exploit-db.com/exploits/8791/;;LFI;;;;;;;;;;
fmoblog;fMoblog 2.1 (id) SQL Injection Vulnerability;http://www.exploit-db.com/exploits/8229/;;SQLI;;;;;;;;;;
page-flip-image-gallery;Page Flip Image Gallery <= 0.2.2 Remote FD Vuln;http://www.exploit-db.com/exploits/7543/;;LFI;;;;;;;;;;
wp-shopping-cart;e-Commerce <= 3.4 Arbitrary File Upload Exploit;http://www.exploit-db.com/exploits/6867/;;UPLOAD;;;;;;;;;;
downloads-manager;Download Manager 0.2 Arbitrary File Upload Exploit;http://www.exploit-db.com/exploits/6127/;;UPLOAD;;;;;;;;;;
wpSS;Spreadsheet <= 0.6 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/5486/;;SQLI;;;;;;;;;;
wp-download;Download (dl_id) SQL Injection Vulnerability;http://www.exploit-db.com/exploits/5326/;;SQLI;;;;;;;;;;
sniplets;Sniplets 1.1.2 (RFI/XSS/RCE) Multiple Vulnerabilities;http://www.exploit-db.com/exploits/5194/;;MULTI;;;;;;;;;;
wp-photo-album;Photo album Remote SQL Injection Vulnerability;http://www.exploit-db.com/exploits/5135/;;SQLI;;;;;;;;;;
sf-forum;Simple Forum 2.0-2.1 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/5126/;;SQLI;;;;;;;;;;
sf-forum;Simple Forum 1.10-1.11 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/5127/;;SQLI;;;;;;;;;;
st_newsletter;st_newsletter Remote SQL Injection Vulnerability;http://www.exploit-db.com/exploits/5053/;;SQLI;;;;;;;;;;
st_newsletter;st_newsletter (stnl_iframe.php) SQL Injection Vuln;http://www.exploit-db.com/exploits/6777/;;SQLI;;;;;;;;;;
wordspew;Wordspew Remote SQL Injection Vulnerability;http://www.exploit-db.com/exploits/5039/;;SQLI;;;;;;;;;;
dmsguestbook;dmsguestbook 1.7.0 Multiple Remote Vulnerabilities;http://www.exploit-db.com/exploits/5035/;;MULTI;;;;;;;;;;
wassup;WassUp 1.4.3 (spy.php to_date) SQL Injection Exploit;http://www.exploit-db.com/exploits/5017/;;SQLI;;;;;;;;;;
wp-adserve;Adserve 0.2 adclick.php SQL Injection Exploit;http://www.exploit-db.com/exploits/5013/;;SQLI;;;;;;;;;;
fgallery;plugin fGallery 2.4.1 fimrss.php SQL Injection Vulnerability;http://www.exploit-db.com/exploits/4993/;;SQLI;;;;;;;;;;
wp-cal;WP-Cal 0.3 editevent.php SQL Injection Vulnerability;http://www.exploit-db.com/exploits/4992/;;SQLI;;;;;;;;;;
wpforum;plugin WP-Forum 1.7.4 Remote SQL Injection Vulnerability;http://www.exploit-db.com/exploits/4939/;;SQLI;;;;;;;;;;
wpforum;plugin WP-Forum 1.7.8 Remote SQL Injection Vulnerability;http://www.exploit-db.com/exploits/7738/;;SQLI;;;;;;;;;;
wp-filemanager;Wp-FileManager 1.2 Remote Upload Vulnerability;http://www.exploit-db.com/exploits/4844/;;UPLOAD;;;;;;;;;;
pictpress;PictPress <= 0.91 Remote File Disclosure Vulnerability;http://www.exploit-db.com/exploits/4695/;;LFI;;;;;;;;;;
backupwordpress;BackUp <= 0.4.2b RFI Vulnerability;http://www.exploit-db.com/exploits/4593/;;RFI;;;;;;;;;;
myflash;plugin myflash <= 1.00 (wppath) RFI Vulnerability;http://www.exploit-db.com/exploits/3828/;;RFI;;;;;;;;;;
wordtube;plugin wordTube <= 1.43 (wpPATH) RFI Vulnerability;http://www.exploit-db.com/exploits/3825/;;RFI;;;;;;;;;;
wp-table;plugin wp-Table <= 1.43 (inc_dir) RFI Vulnerability;http://www.exploit-db.com/exploits/3824/;;RFI;;;;;;;;;;
mygallery;myGallery <= 1.4b4 Remote File Inclusion Vulnerability;http://www.exploit-db.com/exploits/3814/;;RFI;;;;;;;;;;
sendit;SendIt plugin <= 1.5.9 Blind SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17716/;;SQLI;;;;;;;;;;
js-appointment;Js-appointment plugin <= 1.5 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17724/;;SQLI;;;;;;;;;;
mm-forms-community;MM Forms Community <= 1.2.3 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17725/;;SQLI;;;;;;;;;;
mm-forms-community;MM Forms Community 2.2.6 Arbitrary File Upload;http://www.exploit-db.com/exploits/18997/;;UPLOAD;;;;;;;;;;
super-captcha;Super CAPTCHA plugin <= 2.2.4 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17728/;;SQLI;;;;;;;;;;
collision-testimonials;Collision Testimonials plugin <= 3.0 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17729/;;SQLI;;;;;;;;;;
oqey-headers;Oqey Headers plugin <= 0.3 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17730/;;SQLI;;;;;;;;;;
fbpromotions;Facebook Promotions plugin <= 1.3.3 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17737/;;SQLI;;;;;;;;;;
evarisk;Evarisk plugin <= 5.1.3.6 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17738/;;SQLI;;;;;;;;;;
evarisk;Evarisk 5.1.5.4 Shell Upload;http://packetstormsecurity.org/files/113638/;;UPLOAD;;;;;;;;;;
profiles;Profiles plugin <= 2.0 RC1 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17739/;;SQLI;;;;;;;;;;
mystat;mySTAT plugin <= 2.6 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17740/;;SQLI;;;;;;;;;;
sh-slideshow;SH Slideshow plugin <= 3.1.4 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17748/;;SQLI;;;;;;;;;;
copyright-licensing-tools;iCopyright(R) Article Tools plugin <= 1.1.4 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17749/;;SQLI;;;;;;;;;;
advertizer;Advertizer plugin <= 1.0 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17750/;;SQLI;;;;;;;;;;
event-registration;Event Registration plugin <= 5.44 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17814/;;SQLI;;;;;;;;;;
event-registration;Event Registration plugin <= 5.43 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17751/;;SQLI;;;;;;;;;;
event-registration;Event Registration 5.32 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/15513/;;SQLI;;;;;;;;;;
crawlrate-tracker;Craw Rate Tracker plugin <= 2.0.2 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17755/;;SQLI;;;;;;;;;;
wp-audio-gallery-playlist;wp audio gallery playlist plugin <= 0.12 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17756/;;SQLI;;;;;;;;;;
yolink-search;"WordPress yolink Search Plugin < 2.6 ""s"" Cross-Site Scripting Vulnerability";http://secunia.com/advisories/52030/;;XSS;;;;;;;;;;
yolink-search;yolink Search plugin <= 1.1.4 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17757/;;SQLI;;;;;;;;;;
pure-html;PureHTML plugin <= 1.0.0 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17758/;;SQLI;;;;;;;;;;
couponer;Couponer plugin <= 1.2 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17759/;;SQLI;;;;;;;;;;
grapefile;grapefile plugin <= 1.1 Arbitrary File Upload;http://www.exploit-db.com/exploits/17760/;;UPLOAD;;;;;;;;;;
image-gallery-with-slideshow;image-gallery-with-slideshow plugin <= 1.5 Arbitrary File Upload / SQL Injection;http://www.exploit-db.com/exploits/17761/;;MULTI;;;;;;;;;;
wordpress-donation-plugin-with-goals-and-paypal-ipn-by-nonprofitcmsorg;Donation plugin <= 1.0 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17763/;;SQLI;;;;;;;;;;
